topic_id	initial_request	clarification_need	question_id	question	rank_label
16	i am looking for information about game and fish in arizona .	2	Q00697	are you looking for a specific web site	0
16	i am looking for information about game and fish in arizona .	2	Q00868	are you looking for hunting guides	0
16	i am looking for information about game and fish in arizona .	2	Q00986	are you looking for regulations related to your search	0
16	i am looking for information about game and fish in arizona .	2	Q01252	are you referring to the arizona state wildlife department	0
16	i am looking for information about game and fish in arizona .	2	Q01667	do you need maps for arizona hunting and fishing	0
16	i am looking for information about game and fish in arizona .	2	Q01710	do you need to find hunting and fishing grounds in arizona	0
16	i am looking for information about game and fish in arizona .	2	Q01818	do you want information about the arizona game and fish department	0
16	i am looking for information about game and fish in arizona .	2	Q01823	do you want information on arizona wildlife	0
16	i am looking for information about game and fish in arizona .	2	Q00001	<None>	0
160	what are the best recepies for grilling	3	Q00098	are you interested in a recipe for grilled chicken	0
160	what are the best recepies for grilling	3	Q01843	do you want more informaiton about grilling vegtables	0
160	what are the best recepies for grilling	3	Q01979	do you want to know about grilling meat	1
160	what are the best recepies for grilling	3	Q01981	do you want to know about indoor or outdoor grilling	0
160	what are the best recepies for grilling	3	Q02162	do you want to know more about the grilling process	0
160	what are the best recepies for grilling	3	Q02432	do you want to see cookbooks for grilling	0
160	what are the best recepies for grilling	3	Q00258	are you interested in kabob recipes	0
160	what are the best recepies for grilling	3	Q00661	are you looking for a recipe for grilled fish	0
160	what are the best recepies for grilling	3	Q00217	are you interested in grilling a specefic food	0
160	what are the best recepies for grilling	3	Q00218	are you interested in grilling equipment	0
160	what are the best recepies for grilling	3	Q00624	are you looking for a grill for grilling food	0
160	what are the best recepies for grilling	3	Q00844	are you looking for gas grill instruction	0
160	what are the best recepies for grilling	3	Q01080	are you looking for the magazine the grilling	0
160	what are the best recepies for grilling	3	Q01207	are you referring to a gas grill	0
160	what are the best recepies for grilling	3	Q01719	do you need to know how to trun a grill on	0
160	what are the best recepies for grilling	3	Q01731	do you need to know where you can purchase a grill	0
160	what are the best recepies for grilling	3	Q00001	<None>	0
162	tell me more about dnr	2	Q01257	are you referring to the company or the term do not resuscitate	1
162	tell me more about dnr	2	Q00185	are you interested in dnr stock	0
162	tell me more about dnr	2	Q00465	are you interested in the medical term dnr	0
162	tell me more about dnr	2	Q01285	are you referring to the the department of natural resources in maryland	0
162	tell me more about dnr	2	Q01569	do you mean do not resuscitate	0
162	tell me more about dnr	2	Q02879	what specific dnr are you referring to	0
162	tell me more about dnr	2	Q01573	do you mean the department of natural resources	0
162	tell me more about dnr	2	Q02061	do you want to know how much dnr costs	0
162	tell me more about dnr	2	Q02121	do you want to know if dnr is legal where you live	0
162	tell me more about dnr	2	Q02216	do you want to know the legality of dnr	0
162	tell me more about dnr	2	Q03328	would you like to contact a lawyer about a possible dnr	0
162	tell me more about dnr	2	Q03336	would you like to fill an application for a hunting licence	0
162	tell me more about dnr	2	Q03530	would you like to know more about hunting rules	0
162	tell me more about dnr	2	Q03712	would you like to know where you can get cpr certified	0
162	tell me more about dnr	2	Q00001	<None>	0
163	what to do in arkansas	3	Q00277	are you interested in learning about arkansas	0
163	what to do in arkansas	3	Q03013	which city in arkansas are you interested in	0
163	what to do in arkansas	3	Q03779	would you like to read about colleges in arkansas	0
163	what to do in arkansas	3	Q01950	do you want to go to arkansas	0
163	what to do in arkansas	3	Q02088	do you want to know how to get to arkansas	0
163	what to do in arkansas	3	Q02226	do you want to know the most famous person from arkansas	0
163	what to do in arkansas	3	Q00757	are you looking for arkansas football	0
163	what to do in arkansas	3	Q00758	are you looking for arkansas history	0
163	what to do in arkansas	3	Q01123	are you looking for weather in arkansas	1
163	what to do in arkansas	3	Q01126	are you looking for what country arkansas is	0
163	what to do in arkansas	3	Q01584	do you need a map of arkansas	0
163	what to do in arkansas	3	Q01725	do you need to know the next arkansas game time	0
163	what to do in arkansas	3	Q01829	do you want information on jobs in arkansas	0
163	what to do in arkansas	3	Q02401	do you want to move to arkansas	0
163	what to do in arkansas	3	Q00001	<None>	0
167	tell me about barbados .	3	Q00151	are you interested in barbados flag	0
167	tell me about barbados .	3	Q03278	would you like the latest news of barbados	0
167	tell me about barbados .	3	Q03337	would you like to find a plane ticket to barbados	0
167	tell me about barbados .	3	Q03375	would you like to know about david thompson	0
167	tell me about barbados .	3	Q03450	would you like to know how far barbados is	0
167	tell me about barbados .	3	Q03684	would you like to know where barbados is	0
167	tell me about barbados .	3	Q00150	are you interested in barbados ecology	1
167	tell me about barbados .	3	Q00149	are you interested in barbados	0
167	tell me about barbados .	3	Q00195	are you interested in facts about barbados	0
167	tell me about barbados .	3	Q00442	are you interested in the history of barbados	0
167	tell me about barbados .	3	Q00529	are you interested in visiting barbados	0
167	tell me about barbados .	3	Q00699	are you looking for a specific website	0
167	tell me about barbados .	3	Q02749	what city in barbados are you interested in learning	0
167	tell me about barbados .	3	Q03179	would you like a map of barbados	0
167	tell me about barbados .	3	Q00001	<None>	0
168	what are the causes of lipoma tumors	2	Q00599	are you looking for a clinic for lipoma treatment	0
168	what are the causes of lipoma tumors	2	Q01381	are you trying to locate the causes for lipoma	0
168	what are the causes of lipoma tumors	2	Q01741	do you need treatment information for lipoma	0
168	what are the causes of lipoma tumors	2	Q02194	do you want to know the cost of lipoma removal	0
168	what are the causes of lipoma tumors	2	Q02643	is your search referring to a condition of the neck	0
168	what are the causes of lipoma tumors	2	Q03394	would you like to know about lipomas based on any specific demographics	0
168	what are the causes of lipoma tumors	2	Q03519	would you like to know more about animals that present lipomas	1
168	what are the causes of lipoma tumors	2	Q03650	would you like to know what causes lipoma tumors	0
168	what are the causes of lipoma tumors	2	Q00930	are you looking for lipoma removal	0
168	what are the causes of lipoma tumors	2	Q00954	are you looking for nearby medical practices that treat the condition	0
168	what are the causes of lipoma tumors	2	Q01067	are you looking for the definition to lipoma	0
168	what are the causes of lipoma tumors	2	Q01209	are you referring to a medical condition for your pet	0
168	what are the causes of lipoma tumors	2	Q01234	are you referring to lipomassage	0
168	what are the causes of lipoma tumors	2	Q01237	are you referring to malignant lipolysis	0
168	what are the causes of lipoma tumors	2	Q01303	are you searching for an image for lipoma	0
168	what are the causes of lipoma tumors	2	Q01314	are you searching for the information in regard to lipoma symptoms	0
168	what are the causes of lipoma tumors	2	Q00001	<None>	0
173	find information on hip fractures	3	Q00140	are you interested in any specific statistics for fractures	0
173	find information on hip fractures	3	Q02338	do you want to know where to get treatment for a hip fracture	0
173	find information on hip fractures	3	Q02694	were you looking for the causes of hip fractures	0
173	find information on hip fractures	3	Q02998	which age group is of more interest to you	1
173	find information on hip fractures	3	Q00404	are you interested in the age breakdown of common hip fracture sufferers	0
173	find information on hip fractures	3	Q00521	are you interested in treatments for hip fractures	0
173	find information on hip fractures	3	Q01262	are you referring to the injury	0
173	find information on hip fractures	3	Q01635	do you need info on remedies	0
173	find information on hip fractures	3	Q01693	do you need the cause of the injury	0
173	find information on hip fractures	3	Q01726	do you need to know what are symptoms of the injury	0
173	find information on hip fractures	3	Q02103	do you want to know how to treat the injury	0
173	find information on hip fractures	3	Q02302	do you want to know what the symptoms of a hip fracture are	0
173	find information on hip fractures	3	Q00001	<None>	0
175	what are signs of a heartattack ?	1	Q00041	are you at risk for having a heart attack	0
175	what are signs of a heartattack ?	1	Q03243	would you like me to direct you to emergency services	0
175	what are signs of a heartattack ?	1	Q03377	would you like to know about early signs of a heart attack	0
175	what are signs of a heartattack ?	1	Q03487	would you like to know how to prevent these signs	0
175	what are signs of a heartattack ?	1	Q03903	would you like to see the signs of a heart attack in women or in men	0
175	what are signs of a heartattack ?	1	Q03912	would you like to see ways of temporarily slowing a heart attack	0
175	what are signs of a heartattack ?	1	Q00055	are you experiencing a heart attack	0
175	what are signs of a heartattack ?	1	Q00264	are you interested in knowing what to do in the event of someone having a heart attack	0
175	what are signs of a heartattack ?	1	Q01554	do you know what a heart attack is	0
175	what are signs of a heartattack ?	1	Q02006	do you want to know about the signs based on any specific demographics	0
175	what are signs of a heartattack ?	1	Q02577	is someone you know experiencing a heart attack	0
175	what are signs of a heartattack ?	1	Q02628	is this an emergency	0
175	what are signs of a heartattack ?	1	Q02700	what age group are you reffering to	0
175	what are signs of a heartattack ?	1	Q03076	which symptoms do you believe you are experiencing	0
175	what are signs of a heartattack ?	1	Q00001	<None>	1
176	tell me about weather stripping	3	Q00538	are you interested in weather strips for doors	0
176	tell me about weather stripping	3	Q03706	would you like to know where to buy weather strips	0
176	tell me about weather stripping	3	Q03753	would you like to learn about weather stripping	0
176	tell me about weather stripping	3	Q03774	would you like to purchase a weather stripping product	0
176	tell me about weather stripping	3	Q00539	are you interested in weather strips for windows	0
176	tell me about weather stripping	3	Q02381	do you want to learn how to install weater strips on windows	0
176	tell me about weather stripping	3	Q02382	do you want to learn how to install weather strips on doors	0
176	tell me about weather stripping	3	Q03221	would you like information about installing weather stripping	0
176	tell me about weather stripping	3	Q03324	would you like to compare different weather stripping products	0
176	tell me about weather stripping	3	Q03498	would you like to know if it is possible to weather strip a car	0
176	tell me about weather stripping	3	Q03541	would you like to know more about sliding glass doors	0
176	tell me about weather stripping	3	Q03643	would you like to know what a weather strip is	1
176	tell me about weather stripping	3	Q00001	<None>	0
177	what is the best long term care insurance	2	Q00174	are you interested in comparing coverage prices	1
177	what is the best long term care insurance	2	Q02977	when do you expect to need coverage to begin	0
177	what is the best long term care insurance	2	Q03306	would you like to buy a book on the best types of best long term insurances and learn more about it	0
177	what is the best long term care insurance	2	Q03346	would you like to find out the different types of payment options for the best long term care insurance	0
177	what is the best long term care insurance	2	Q03577	would you like to know the age should to start buying best long term care insurance	0
177	what is the best long term care insurance	2	Q00214	are you interested in getting a quote for coverage	0
177	what is the best long term care insurance	2	Q00322	are you interested in more information on the best long term care insurance	0
177	what is the best long term care insurance	2	Q00411	are you interested in the best priced long term care insurance or best coverage	0
177	what is the best long term care insurance	2	Q00421	are you interested in the cost for best long term care insurance or short term	0
177	what is the best long term care insurance	2	Q00676	are you looking for a specific insurance company	0
177	what is the best long term care insurance	2	Q01746	do you plan to sign up for coverage online	0
177	what is the best long term care insurance	2	Q01751	do you think the best long term care insurance is right for you	0
177	what is the best long term care insurance	2	Q02722	what area of the country do you live in	0
177	what is the best long term care insurance	2	Q00001	<None>	0
179	tell me about black history .	2	Q00154	are you interested in black celebrities	0
179	tell me about black history .	2	Q02029	do you want to know famous black people	0
179	tell me about black history .	2	Q02144	do you want to know major landmark dates	1
179	tell me about black history .	2	Q02516	how far back do you want to learn about black history	0
179	tell me about black history .	2	Q00155	are you interested in black history	0
179	tell me about black history .	2	Q00228	are you interested in history in the united states	0
179	tell me about black history .	2	Q00582	are you interesting in a certain countrys black history	0
179	tell me about black history .	2	Q00673	are you looking for a specific event or activity	0
179	tell me about black history .	2	Q00770	are you looking for black history books	0
179	tell me about black history .	2	Q00771	are you looking for black history figures	0
179	tell me about black history .	2	Q01022	are you looking for something to read	0
179	tell me about black history .	2	Q01968	do you want to know about a specific person	0
179	tell me about black history .	2	Q00001	<None>	0
180	tell me about hotels in new york .	2	Q00333	are you interested in new york hotel prices	0
180	tell me about hotels in new york .	2	Q02812	what is your price range	0
180	tell me about hotels in new york .	2	Q03165	would you like a list of new york hotels	0
180	tell me about hotels in new york .	2	Q03302	would you like to book a new york hotel	0
180	tell me about hotels in new york .	2	Q00597	are you looking for a chain or botique hotel	0
180	tell me about hotels in new york .	2	Q00994	are you looking for reviews of hotels	0
180	tell me about hotels in new york .	2	Q01580	do you need a list of available new york hotels	0
180	tell me about hotels in new york .	2	Q01585	do you need a map of hotels	1
180	tell me about hotels in new york .	2	Q01613	do you need direction to your new york hotel	0
180	tell me about hotels in new york .	2	Q01631	do you need help finding your new york hotel	0
180	tell me about hotels in new york .	2	Q02592	is there a specific hotel you are looking for	0
180	tell me about hotels in new york .	2	Q02596	is there a specific neighborhood you are interested in	0
180	tell me about hotels in new york .	2	Q00001	<None>	0
183	tell me about kansas city mo	3	Q00223	are you interested in hallmark visitors center	0
183	tell me about kansas city mo	3	Q03433	would you like to know about things to see and do in kansas city mo	0
183	tell me about kansas city mo	3	Q03636	would you like to know the weather in kansas city	0
183	tell me about kansas city mo	3	Q03638	would you like to know the zip code of kansas city mo	0
183	tell me about kansas city mo	3	Q03818	would you like to see a listing for hotels in kansas city	1
183	tell me about kansas city mo	3	Q03819	would you like to see a map of kansas city mo	0
183	tell me about kansas city mo	3	Q00259	are you interested in kansas city mo tourism	0
183	tell me about kansas city mo	3	Q00255	are you interested in job openeings in kansas city mo	0
183	tell me about kansas city mo	3	Q00371	are you interested in recent news headlines from kansas city mo	0
183	tell me about kansas city mo	3	Q00523	are you interested in upcomming events in kasas city mo	0
183	tell me about kansas city mo	3	Q00530	are you interested in visiting kansas city	0
183	tell me about kansas city mo	3	Q00697	are you looking for a specific web site	0
183	tell me about kansas city mo	3	Q00728	are you looking for an apartment in kansas city mo	0
183	tell me about kansas city mo	3	Q00776	are you looking for casinos in kansas city missouri	0
183	tell me about kansas city mo	3	Q03330	would you like to directions to kansas city	0
183	tell me about kansas city mo	3	Q00001	<None>	0
185	how do i get my free annual credit report ?	1	Q00084	are you interested in a list of companies in which you can get credit reports	0
185	how do i get my free annual credit report ?	1	Q03428	would you like to know about the process of disputing credit report	0
185	how do i get my free annual credit report ?	1	Q03518	would you like to know more about a certain credit reporting company	0
185	how do i get my free annual credit report ?	1	Q03525	would you like to know more about free credit reports	0
185	how do i get my free annual credit report ?	1	Q03939	would you want to know credit report scores	0
185	how do i get my free annual credit report ?	1	Q03940	would you want to know what is in a credit report	0
185	how do i get my free annual credit report ?	1	Q02647	may i provide you a list of best credit reporting agencies	1
185	how do i get my free annual credit report ?	1	Q00290	are you interested in learning how to read your credit report	0
185	how do i get my free annual credit report ?	1	Q00292	are you interested in learning if your credit report is safe	0
185	how do i get my free annual credit report ?	1	Q01396	are you wanting a copy of your credit report	0
185	how do i get my free annual credit report ?	1	Q01827	do you want information on how to keep your credit report good	0
185	how do i get my free annual credit report ?	1	Q01838	do you want information on what is in a credt report	0
185	how do i get my free annual credit report ?	1	Q02095	do you want to know how to obtain someones credit report	0
185	how do i get my free annual credit report ?	1	Q03127	wou you like to know more about 3in1 credit reports	0
185	how do i get my free annual credit report ?	1	Q03374	would you like to know about credit scores	0
185	how do i get my free annual credit report ?	1	Q00001	<None>	0
186	tell me about unc	4	Q00136	are you interested in any specific activities at university of carolina	0
186	tell me about unc	4	Q03094	which unc campus are you most interested in	0
186	tell me about unc	4	Q03005	which area of study are you looking for at unc	0
186	tell me about unc	4	Q03233	would you like information on the university of north carolina unc	0
186	tell me about unc	4	Q03752	would you like to learn about unc sports	0
186	tell me about unc	4	Q03750	would you like to learn about the unc campuses	0
186	tell me about unc	4	Q00513	are you interested in the whereabouts of the university of carolina	0
186	tell me about unc	4	Q02185	do you want to know the colors of unc	0
186	tell me about unc	4	Q02220	do you want to know the location of unc	0
186	tell me about unc	4	Q02378	do you want to learn about unc the school	0
186	tell me about unc	4	Q02637	is unc the name of a game	0
186	tell me about unc	4	Q02767	what does unc mean	1
186	tell me about unc	4	Q02857	what part of unc do you want info on	0
186	tell me about unc	4	Q03093	which unc are you interested in	0
186	tell me about unc	4	Q00001	<None>	0
187	tell me about vanuatu	3	Q00463	are you interested in the location of vanuatu	0
187	tell me about vanuatu	3	Q02474	do you wish to know the climate of vanuatu	0
187	tell me about vanuatu	3	Q02641	is your question about tourism in vanuatu	0
187	tell me about vanuatu	3	Q00527	are you interested in visiting	0
187	tell me about vanuatu	3	Q00755	are you looking for anything specific of a tv show	1
187	tell me about vanuatu	3	Q00836	are you looking for flights to vanuatu	0
187	tell me about vanuatu	3	Q01136	are you looking to book a trip to vanuatu	0
187	tell me about vanuatu	3	Q01772	do you want a map	0
187	tell me about vanuatu	3	Q01923	do you want to contact somebody here	0
187	tell me about vanuatu	3	Q02207	do you want to know the history	0
187	tell me about vanuatu	3	Q02236	do you want to know the population	0
187	tell me about vanuatu	3	Q00001	<None>	0
188	tell me about internet phone serices .	3	Q00350	are you interested in price comparison of packages	0
188	tell me about internet phone serices .	3	Q02193	do you want to know the cost of internet phone service	0
188	tell me about internet phone serices .	3	Q02593	is there a specific internet company you need information on	1
188	tell me about internet phone serices .	3	Q03031	which internet phone service providers are you interested in	0
188	tell me about internet phone serices .	3	Q03453	would you like to know how internet phone service works	0
188	tell me about internet phone serices .	3	Q03493	would you like to know how to sign up for internet phone service	0
188	tell me about internet phone serices .	3	Q00622	are you looking for a free internet phone service	0
188	tell me about internet phone serices .	3	Q00841	are you looking for free internet phone service or are you willing to pay for it	0
188	tell me about internet phone serices .	3	Q01135	are you looking into price difference of companies in your area	0
188	tell me about internet phone serices .	3	Q01646	do you need information about voip phone services	0
188	tell me about internet phone serices .	3	Q01657	do you need information on residential or business	0
188	tell me about internet phone serices .	3	Q01659	do you need information on the speeds available in your area	0
188	tell me about internet phone serices .	3	Q01687	do you need technical support related to your service	0
188	tell me about internet phone serices .	3	Q02143	do you want to know internet phone service providers	0
188	tell me about internet phone serices .	3	Q00001	<None>	0
189	find information about the gs pay rate	1	Q00141	are you interested in applying for federal jobs	0
189	find information about the gs pay rate	1	Q02969	what year do you want to know the gs pay rate for	0
189	find information about the gs pay rate	1	Q03026	which gs tax bracket are you looking for	0
189	find information about the gs pay rate	1	Q03550	would you like to know more about the history behind the gs pay scale	0
189	find information about the gs pay rate	1	Q03805	would you like to see a gs salary calculator	0
189	find information about the gs pay rate	1	Q03892	would you like to see the base pay scale for 2018	0
189	find information about the gs pay rate	1	Q00871	are you looking for information about any specific federal agencies	0
189	find information about the gs pay rate	1	Q01098	are you looking for the us civil servant pay scale	0
189	find information about the gs pay rate	1	Q01132	are you looking fro a gs base payscale table for 2018	0
189	find information about the gs pay rate	1	Q01577	do you need a gs pay calculator	0
189	find information about the gs pay rate	1	Q01604	do you need any specific information in relation with the federal wage system	0
189	find information about the gs pay rate	1	Q02202	do you want to know the federal pay cap for 2018	0
189	find information about the gs pay rate	1	Q02235	do you want to know the pay range for a specific payscale	0
189	find information about the gs pay rate	1	Q02780	what gs pay scale are you looking for	1
189	find information about the gs pay rate	1	Q00001	<None>	0
19	take me to the current .	1	Q00425	are you interested in the current fm channel	1
19	take me to the current .	1	Q00794	are you looking for current playing list	0
19	take me to the current .	1	Q01369	are you trying to find out if you could listen to the current music on youtube for free	0
19	take me to the current .	1	Q01373	are you trying to find out who is the owner of the current fm station	0
19	take me to the current .	1	Q02978	when do you want to go to the current chart show	0
19	take me to the current .	1	Q03048	which one of the current 893 essential songs do you like	0
19	take me to the current .	1	Q01079	are you looking for the magazine the current	0
19	take me to the current .	1	Q00001	<None>	0
196	tell me information about a sore throat .	2	Q00817	are you looking for doctors that treat sore throats	0
196	tell me information about a sore throat .	2	Q03291	would you like things to do to soothe a sore throat	0
196	tell me information about a sore throat .	2	Q03558	would you like to know more about throat cancer	0
196	tell me information about a sore throat .	2	Q03866	would you like to see pictures of a sore throat	0
196	tell me information about a sore throat .	2	Q03890	would you like to see symptoms of this	0
196	tell me information about a sore throat .	2	Q00863	are you looking for homeopathic sore throat treatments	0
196	tell me information about a sore throat .	2	Q00939	are you looking for medicines to treat a sore throat	0
196	tell me information about a sore throat .	2	Q01015	are you looking for some medication	0
196	tell me information about a sore throat .	2	Q01415	are you wanting to know the illnesses that list sore throat as a symptom	0
196	tell me information about a sore throat .	2	Q01445	are you wondering what causes sore throat	0
196	tell me information about a sore throat .	2	Q01526	do you have a cough as well	0
196	tell me information about a sore throat .	2	Q01528	do you have a fever	0
196	tell me information about a sore throat .	2	Q01546	do you have pain on both sides of your throat	0
196	tell me information about a sore throat .	2	Q00001	<None>	1
197	tell me about idaho state flower	1	Q00456	are you interested in the histroy behind it	0
197	tell me about idaho state flower	1	Q03670	would you like to know what the idaho sate flower is	0
197	tell me about idaho state flower	1	Q03391	would you like to know about its apperance	0
197	tell me about idaho state flower	1	Q03446	would you like to know how big they grow	0
197	tell me about idaho state flower	1	Q03886	would you like to see some pictures of it	1
197	tell me about idaho state flower	1	Q03275	would you like the idaho state flower coloring page	0
197	tell me about idaho state flower	1	Q00556	are you interested in where they grow	0
197	tell me about idaho state flower	1	Q01014	are you looking for some fun facts	0
197	tell me about idaho state flower	1	Q01756	do you want a crossword puzzle about idaho	0
197	tell me about idaho state flower	1	Q02100	do you want to know how to take care of it	0
197	tell me about idaho state flower	1	Q02315	do you want to know when the idaho state flower was named	0
197	tell me about idaho state flower	1	Q02437	do you want to see images of the idaho state flower	0
197	tell me about idaho state flower	1	Q02484	do youwant to know what year idaho declared a state flower	0
197	tell me about idaho state flower	1	Q02746	what characterisitc of the flower would you like to learn more about	0
197	tell me about idaho state flower	1	Q00001	<None>	0
198	tell me more about indiana state fairgrounds .	3	Q00138	are you interested in any specific events here	0
198	tell me more about indiana state fairgrounds .	3	Q02771	what event do you want to attend at the fairgrounds	0
198	tell me more about indiana state fairgrounds .	3	Q03271	would you like the history of indiana state fairgrounds	0
198	tell me more about indiana state fairgrounds .	3	Q03320	would you like to buy tickets for a specific event there	0
198	tell me more about indiana state fairgrounds .	3	Q03692	would you like to know where indiana state fairgrounds is on a map	0
198	tell me more about indiana state fairgrounds .	3	Q00854	are you looking for historical information about the indiana state fairgrounds	0
198	tell me more about indiana state fairgrounds .	3	Q01597	do you need an event schedule for the indiana state fairgrounds	0
198	tell me more about indiana state fairgrounds .	3	Q01623	do you need directions to the indiana state fairgrounds	1
198	tell me more about indiana state fairgrounds .	3	Q01691	do you need the address of the indiana state fairgrounds	0
198	tell me more about indiana state fairgrounds .	3	Q01885	do you want the location of the indiana state fairgrounds	0
198	tell me more about indiana state fairgrounds .	3	Q01904	do you want to attend the indiana state fair	0
198	tell me more about indiana state fairgrounds .	3	Q02184	do you want to know the city where the indiana state fairgrounds are located	0
198	tell me more about indiana state fairgrounds .	3	Q02244	do you want to know the size of the indiana state fairgrounds	0
198	tell me more about indiana state fairgrounds .	3	Q00001	<None>	0
199	tell me about fybromyalgia	2	Q00054	are you experiencing a flare up	0
199	tell me about fybromyalgia	2	Q01875	do you want the definition of fibromyalgia	0
199	tell me about fybromyalgia	2	Q02624	is there something you need to know about this condition	0
199	tell me about fybromyalgia	2	Q02916	what type of fibromyalgia statistics are you looking for	0
199	tell me about fybromyalgia	2	Q00614	are you looking for a diet to help manage fibromyalgia	0
199	tell me about fybromyalgia	2	Q00647	are you looking for a medication to adress the symptoms	0
199	tell me about fybromyalgia	2	Q00751	are you looking for any specific support group in relation to fybromyalgia	0
199	tell me about fybromyalgia	2	Q01042	are you looking for symptoms of fibromyalgia	1
199	tell me about fybromyalgia	2	Q01669	do you need mediciation for fibromyalgia	0
199	tell me about fybromyalgia	2	Q01709	do you need to find a doctor that treats fibromyalgia	0
199	tell me about fybromyalgia	2	Q01722	do you need to know the cause of it	0
199	tell me about fybromyalgia	2	Q01837	do you want information on treatments for fibromyalgia	0
199	tell me about fybromyalgia	2	Q00001	<None>	0
2	find information on french lick resort and casino .	3	Q00211	are you interested in french lick resort and casinos hours of operation	0
2	find information on french lick resort and casino .	3	Q01876	do you want the distance between your current location and french lick resort and casino	0
2	find information on french lick resort and casino .	3	Q02661	should i provide you with the contact information for french lick resort and casino	0
2	find information on french lick resort and casino .	3	Q03294	would you like to be hired by french lick casino and resort	0
2	find information on french lick resort and casino .	3	Q03830	would you like to see all listings for casinos in french lick	0
2	find information on french lick resort and casino .	3	Q03875	would you like to see resorts and casinos in the french lick area	0
2	find information on french lick resort and casino .	3	Q00653	are you looking for a particular casino in french lick	0
2	find information on french lick resort and casino .	3	Q00696	are you looking for a specific web page	0
2	find information on french lick resort and casino .	3	Q00777	are you looking for casinos near french lick resort	0
2	find information on french lick resort and casino .	3	Q00795	are you looking for deals and offers related to french lick resort	0
2	find information on french lick resort and casino .	3	Q01529	do you have a preference of the casino in french lick	1
2	find information on french lick resort and casino .	3	Q01619	do you need directions to french lick resort and casino	0
2	find information on french lick resort and casino .	3	Q01715	do you need to know all of the locations for french lick resort and casino	0
2	find information on french lick resort and casino .	3	Q01856	do you want reviews of french lick resort and casino	0
2	find information on french lick resort and casino .	3	Q00001	<None>	0
21	tell me information about volvo .	2	Q00010	are looking for reviews on volvo xc90 suv	0
21	tell me information about volvo .	2	Q02644	is your volvo having a maintenance issue	0
21	tell me information about volvo .	2	Q02974	what year of volvo do you need information about	0
21	tell me information about volvo .	2	Q03039	which model of volvo are you interested in getting information about	0
21	tell me information about volvo .	2	Q03058	which part of volvo are you interested in	1
21	tell me information about volvo .	2	Q03313	would you like to buy semi truck	0
21	tell me information about volvo .	2	Q03647	would you like to know what are their most popular vehicles	0
21	tell me information about volvo .	2	Q03651	would you like to know what country volvo is located	0
21	tell me information about volvo .	2	Q03674	would you like to know what their rating is compare to other car companies	0
21	tell me information about volvo .	2	Q00040	are you asking what year the company originated	0
21	tell me information about volvo .	2	Q00496	are you interested in the size of the company	0
21	tell me information about volvo .	2	Q00564	are you interested in who is the ceo	0
21	tell me information about volvo .	2	Q00608	are you looking for a dealer in a specific location	0
21	tell me information about volvo .	2	Q00697	are you looking for a specific web site	0
21	tell me information about volvo .	2	Q01141	are you looking to buy a volvo	0
21	tell me information about volvo .	2	Q01638	do you need information about a volvo dealership	0
21	tell me information about volvo .	2	Q01680	do you need repair information	0
21	tell me information about volvo .	2	Q00001	<None>	0
22	i am looking for information on rick warren .	2	Q00658	are you looking for a political debate	0
22	i am looking for information on rick warren .	2	Q01424	are you wanting writings by the pastor	0
22	i am looking for information on rick warren .	2	Q01553	do you know someone named rick warren	0
22	i am looking for information on rick warren .	2	Q01606	do you need any specific information on obama inauguration	0
22	i am looking for information on rick warren .	2	Q02069	do you want to know how old rick warren is	0
22	i am looking for information on rick warren .	2	Q00696	are you looking for a specific web page	0
22	i am looking for information on rick warren .	2	Q01046	are you looking for the age of rick warren	0
22	i am looking for information on rick warren .	2	Q01253	are you referring to the author	1
22	i am looking for information on rick warren .	2	Q01278	are you referring to the pastor	0
22	i am looking for information on rick warren .	2	Q01319	are you seeing if rick warren is still alive	0
22	i am looking for information on rick warren .	2	Q01364	are you trying to find more information about rick warren	0
22	i am looking for information on rick warren .	2	Q01421	are you wanting to see sermons by the pastor	0
22	i am looking for information on rick warren .	2	Q01422	are you wanting to see videos by the pastor	0
22	i am looking for information on rick warren .	2	Q00001	<None>	0
23	what is yahoo	2	Q01203	are you referring to a crazy person	0
23	what is yahoo	2	Q02015	do you want to know about yahoo the company or yahoo the word	0
23	what is yahoo	2	Q02109	do you want to know how yahoo is performing as a business	0
23	what is yahoo	2	Q02660	shall i take you to any specific pages of yahoo web site	0
23	what is yahoo	2	Q02963	what would you like to know about yahoo	0
23	what is yahoo	2	Q01258	are you referring to the email client	0
23	what is yahoo	2	Q01263	are you referring to the insane person across the street	0
23	what is yahoo	2	Q01264	are you referring to the internet browser	0
23	what is yahoo	2	Q01281	are you referring to the search engine	0
23	what is yahoo	2	Q01339	are you talking about the stock price of the giant	1
23	what is yahoo	2	Q01706	do you need to contact yahoo	0
23	what is yahoo	2	Q01898	do you want to access yahoo mail	0
23	what is yahoo	2	Q01899	do you want to access yahoos twitter feed	0
23	what is yahoo	2	Q00001	<None>	0
26	how can i lower my heart rate ?	2	Q01193	are you planning to run or exercise	0
26	how can i lower my heart rate ?	2	Q03341	would you like to find exercises to lower your heart rate	0
26	how can i lower my heart rate ?	2	Q03342	would you like to find foods that will lower your heart rate	0
26	how can i lower my heart rate ?	2	Q03401	would you like to know about normal heart rate	0
26	how can i lower my heart rate ?	2	Q03653	would you like to know what effects blood pressure and cholesterol	0
26	how can i lower my heart rate ?	2	Q03654	would you like to know what effects hart beat rate	1
26	how can i lower my heart rate ?	2	Q03727	would you like to know why its important to lower your heart rate	0
